timestamp,open,high,low,close,volume
2025-07-19 01:40:00,118008.23,118077.05,118002.02,118029.8,22.47578
2025-07-19 01:45:00,118029.79,118109.95,117964.0,118035.81,48.93276
2025-07-19 01:50:00,118035.81,118063.49,118003.19,118063.49,10.02266
2025-07-19 01:55:00,118063.49,118073.47,118007.45,118036.73,24.48784
2025-07-19 02:00:00,118036.74,118086.86,117951.66,117951.66,23.99378
2025-07-19 02:05:00,117951.67,118034.64,117935.0,117981.56,32.5215
2025-07-19 02:10:00,117981.56,118034.23,117969.28,118033.63,13.95873
2025-07-19 02:15:00,118033.63,118086.86,117960.0,118086.86,17.03334
2025-07-19 02:20:00,118086.85,118092.23,118014.93,118075.98,22.92997
2025-07-19 02:25:00,118075.98,118075.98,117986.37,117986.38,42.69879
2025-07-19 02:30:00,117986.37,118088.37,117986.37,118088.36,20.63998
2025-07-19 02:35:00,118088.36,118216.0,118087.62,118090.59,42.44929
2025-07-19 02:40:00,118090.59,118157.27,118083.83,118142.74,16.935
2025-07-19 02:45:00,118142.74,118227.84,118134.84,118191.31,56.84682
2025-07-19 02:50:00,118191.32,118261.69,118191.32,118261.69,10.17777
2025-07-19 02:55:00,118261.69,118297.72,118175.28,118201.03,38.92167
2025-07-19 03:00:00,118201.04,118216.54,118164.66,118177.42,13.39569
2025-07-19 03:05:00,118177.42,118213.41,118123.6,118143.12,69.54657
2025-07-19 03:10:00,118143.12,118210.82,118143.12,118209.16,20.66933
2025-07-19 03:15:00,118209.15,118232.27,118190.16,118219.62,45.96015
2025-07-19 03:20:00,118219.61,118297.73,118219.61,118289.42,30.85223
2025-07-19 03:25:00,118289.42,118289.42,118252.73,118252.73,18.03485
2025-07-19 03:30:00,118252.74,118279.26,118219.27,118279.26,15.74155
2025-07-19 03:35:00,118279.25,118349.55,118251.3,118340.7,44.82571
2025-07-19 03:40:00,118340.7,118371.42,118300.0,118300.01,41.90883
2025-07-19 03:45:00,118300.01,118332.98,118269.26,118269.26,22.96664
2025-07-19 03:50:00,118269.27,118269.27,118200.0,118258.91,37.22588
2025-07-19 03:55:00,118258.91,118322.54,118258.91,118322.54,21.41145
2025-07-19 04:00:00,118322.53,118329.61,118240.61,118287.98,25.43313
2025-07-19 04:05:00,118287.99,118346.15,118283.44,118346.15,40.50369
2025-07-19 04:10:00,118346.15,118364.0,118298.58,118339.99,27.14083
2025-07-19 04:15:00,118339.99,118348.7,118235.39,118269.21,21.2574
2025-07-19 04:20:00,118269.21,118295.83,118233.3,118233.3,9.10173
2025-07-19 04:25:00,118233.3,118233.31,118206.55,118206.56,8.4381
2025-07-19 04:30:00,118206.55,118307.47,118206.55,118307.46,22.39697
2025-07-19 04:35:00,118307.46,118324.0,118174.69,118218.2,23.85721
2025-07-19 04:40:00,118218.21,118257.19,118170.0,118170.0,13.4208
2025-07-19 04:45:00,118170.0,118170.01,118096.89,118122.2,29.51524
2025-07-19 04:50:00,118122.21,118199.09,118122.2,118176.21,12.9107
2025-07-19 04:55:00,118176.2,118176.21,118114.1,118134.83,11.39014
2025-07-19 05:00:00,118134.83,118179.49,118129.08,118158.13,8.85042
2025-07-19 05:05:00,118158.13,118158.13,118096.87,118096.87,17.93199
2025-07-19 05:10:00,118096.88,118096.88,118044.19,118080.01,17.66812
2025-07-19 05:15:00,118080.0,118129.97,118053.56,118105.36,43.06388
2025-07-19 05:20:00,118105.35,118137.88,118093.89,118105.36,19.5204
2025-07-19 05:25:00,118105.35,118133.04,118095.64,118133.03,29.99047
2025-07-19 05:30:00,118133.03,118179.49,118120.79,118179.49,16.36245
2025-07-19 05:35:00,118179.48,118246.32,118179.48,118241.71,21.06269
2025-07-19 05:40:00,118241.71,118283.11,118220.0,118269.45,18.82965
2025-07-19 05:45:00,118269.45,118289.43,118220.01,118232.87,29.82467
2025-07-19 05:50:00,118232.86,118232.87,118181.99,118205.64,26.05313
2025-07-19 05:55:00,118205.64,118217.37,118205.64,118205.98,8.79046
2025-07-19 06:00:00,118205.98,118222.42,118188.0,118206.5,20.85595
2025-07-19 06:05:00,118206.5,118261.7,118200.17,118261.69,9.86192
2025-07-19 06:10:00,118261.69,118261.7,118214.89,118214.9,6.86026
2025-07-19 06:15:00,118214.9,118214.9,118162.24,118195.48,16.24358
2025-07-19 06:20:00,118195.47,118198.54,118152.68,118152.68,8.88539
2025-07-19 06:25:00,118152.68,118176.39,118065.8,118065.8,18.20675
2025-07-19 06:30:00,118065.8,118143.94,118065.8,118143.93,14.58364
2025-07-19 06:35:00,118143.93,118160.1,118143.93,118160.1,19.0117
2025-07-19 06:40:00,118160.09,118160.1,118083.14,118097.98,19.78
2025-07-19 06:45:00,118097.98,118147.25,118097.98,118134.99,7.19555
2025-07-19 06:50:00,118134.99,118164.67,118134.99,118136.34,10.12171
2025-07-19 06:55:00,118136.34,118175.64,118136.33,118164.42,11.3816
2025-07-19 07:00:00,118164.42,118206.5,118164.42,118206.5,7.06987
2025-07-19 07:05:00,118206.5,118249.58,118206.49,118249.57,18.845
2025-07-19 07:10:00,118249.58,118254.28,118201.17,118254.27,14.00654
2025-07-19 07:15:00,118254.27,118285.0,118254.27,118285.0,10.0979
2025-07-19 07:20:00,118284.99,118326.8,118284.99,118326.8,7.83586
2025-07-19 07:25:00,118326.8,118326.8,118251.81,118273.55,18.5292
2025-07-19 07:30:00,118273.55,118281.11,118202.66,118222.0,12.74472
2025-07-19 07:35:00,118222.0,118222.0,118180.2,118217.32,11.48481
2025-07-19 07:40:00,118217.31,118217.32,118175.54,118175.55,15.13403
2025-07-19 07:45:00,118175.55,118206.93,118164.66,118182.26,17.23744
2025-07-19 07:50:00,118182.26,118187.95,118168.0,118180.08,19.24827
2025-07-19 07:55:00,118180.09,118180.09,118156.32,118163.06,10.18947
2025-07-19 08:00:00,118163.07,118252.23,118163.06,118252.23,8.80427
2025-07-19 08:05:00,118252.23,118265.95,118234.39,118234.4,9.0312
2025-07-19 08:10:00,118234.4,118234.4,118070.84,118072.01,43.63695
2025-07-19 08:15:00,118072.0,118092.01,118052.6,118060.01,31.66277
2025-07-19 08:20:00,118060.0,118128.24,118060.0,118067.58,18.80306
2025-07-19 08:25:00,118067.58,118100.49,118067.57,118099.8,16.76302
2025-07-19 08:30:00,118099.8,118099.8,117962.07,117962.25,44.83993
2025-07-19 08:35:00,117962.25,118053.82,117943.25,118048.0,18.0388
2025-07-19 08:40:00,118047.99,118086.86,118047.99,118086.85,8.69896
2025-07-19 08:45:00,118086.85,118136.62,118045.05,118136.62,16.63002
2025-07-19 08:50:00,118136.62,118136.62,117997.88,118064.06,29.14292
2025-07-19 08:55:00,118064.05,118164.67,118064.05,118101.82,13.76199
2025-07-19 09:00:00,118101.83,118109.92,118069.22,118109.92,22.50629
