datetime,open,high,low,close,price,volume,sentiment_score,regime_score,close_drop,volume_spike,volatility
2024-12-01 00:00:00,41490.99592583739,41516.95416101553,41482.04982619362,41497.65475486567,41497.65475486567,1323207.4259641224,-0.46867071970854,0.03174585841369626,9.882550989371078,2762559.4642809564,1.0527391048944224
2024-12-01 00:05:00,41353.6409249469,41362.47277878289,41341.8585240229,41355.01441678738,41355.01441678738,1444267.278013529,0.30924334095192463,0.9006914067717735,1.0709438131628046,1289551.5245037177,2.0207477737040076
2024-12-01 00:10:00,41409.194941393915,41415.961586245634,41389.00471169244,41406.276217717415,41406.276217717415,1902719.1563895678,-0.2825090248961384,0.38152954138573025,6.156041614830659,1213562.5282095363,0.7629111567157337
2024-12-01 00:15:00,41389.36194514246,41408.21313168045,41373.85558797508,41386.63715031197,41386.63715031197,1365666.117627259,0.3472040198256561,0.9060705529844347,4.306850097547915,2386639.4137750613,3.546011437553766
2024-12-01 00:20:00,41367.053809824814,41379.806726077804,41352.01468385041,41370.820353612995,41370.820353612995,1012209.0495647218,0.6979886958522583,0.4488958970797482,0.8672954498069785,1271937.9015677837,1.860009089143465
2024-12-01 00:25:00,41289.09337957975,41302.091524967385,41249.85508133903,41264.58521470318,41264.58521470318,1217256.7961233407,-0.11793447055197026,0.6908165573991896,9.484225260212305,2364768.6879891744,0.09351360453559776
2024-12-01 00:30:00,41266.13743697876,41289.894789022816,41259.323211213836,41273.40877211431,41273.40877211431,1595965.4528238238,-0.00907036700750341,0.5710902534358543,4.412402674328081,2150905.699901563,3.905645524360133
2024-12-01 00:35:00,41191.502149234744,41196.994080967386,41170.22320038178,41186.33078824628,41186.33078824628,1373717.1687571993,0.7160669250444027,0.5241479730738714,3.3176427622246694,2828373.3987030596,3.275263342539345
2024-12-01 00:40:00,41171.262257697475,41186.49648485577,41152.12469029772,41164.939672229855,41164.939672229855,833831.4408066131,0.9016020679820531,0.8047820831247149,5.288933545006432,2614997.2020755922,1.5849818814374212
2024-12-01 00:45:00,41074.19341605908,41089.64683960548,41067.71438430084,41079.39649665943,41079.39649665943,643789.5790747112,0.946814178044604,0.7929871310157882,7.797233501408368,2810994.455056725,0.8004927517248561
2024-12-01 00:50:00,41099.8946899567,41118.77307937475,41081.77845902228,41099.03829326123,41099.03829326123,1633396.1540135148,0.6302982035521234,0.650436369966476,4.754150696538679,1467124.0352560417,4.7768299070083815
2024-12-01 00:55:00,41136.699768327046,41145.91448704838,41118.03101872174,41129.79703660887,41129.79703660887,1201953.5498150843,0.921672409727968,0.17780888277310924,1.3108151375640797,1650327.363135974,0.24211403251395758
2024-12-01 01:00:00,41154.37173807736,41169.634596297066,41141.11362898932,41153.4819005816,41153.4819005816,1058704.1230004446,-0.7140400975333461,0.49715628365030484,9.644075816463978,2465139.718117208,1.795642213462293
2024-12-01 01:05:00,41175.5460154797,41199.33124000678,41159.67666530903,41180.105880221134,41180.105880221134,1860275.351931872,0.10570146593661978,0.026474133547205736,0.7791986523910299,2068372.3576150038,4.6204002728270845
2024-12-01 01:10:00,41203.7959069436,41212.96565391473,41185.704056852446,41203.705079576146,41203.705079576146,1556540.2859004016,0.6818431002466849,0.9434850202325199,8.429794087373436,1144103.6450824,3.2781392083783887
2024-12-01 01:15:00,41197.086629640995,41213.992415677465,41191.86981148509,41204.61265468883,41204.61265468883,1643581.9783968627,-0.2328934006190959,0.5448970429312415,1.0186536832540105,1234454.7539420798,1.325508053044942
2024-12-01 01:20:00,41264.76162535532,41284.1661271435,41250.36564570577,41265.411826565025,41265.411826565025,1741337.5789339382,-0.22194274798118419,0.5679061479739632,0.6508289568136882,1969517.3548228277,1.7523908666825139
2024-12-01 01:25:00,41301.350053601105,41310.51392899642,41283.47969594219,41303.13966203378,41303.13966203378,1133831.2158358567,0.42964406842830893,0.7118166582555329,4.424264456780268,1155905.0095113756,2.8623902080539327
2024-12-01 01:30:00,41327.68606690242,41346.08384517314,41309.66298590888,41315.023614190904,41315.023614190904,1208736.146847126,-0.45294478141240324,0.3801769997453046,4.958397887621765,1433214.4176443014,0.62542356799136
2024-12-01 01:35:00,41258.3799738481,41279.64215307299,41248.90646002343,41264.918552969626,41264.918552969626,1389121.7733967681,-0.7119540373452768,0.8257457435742381,7.813158206335942,1458827.0369285203,3.0697396362706204
2024-12-01 01:40:00,41274.36929483728,41287.88554824048,41242.67848910825,41259.74751976539,41259.74751976539,1300267.8533294762,-0.1914925365344322,0.9179272149916156,2.052040232689775,1311587.113747984,4.3019037744423345
2024-12-01 01:45:00,41312.57395781125,41329.4518294347,41283.85447543755,41291.230076040665,41291.230076040665,1392557.0884513478,0.3173341351275951,0.5538648135847254,5.0005632771598485,2183231.645683772,2.0586716125579096
2024-12-01 01:50:00,41244.49592989581,41266.729092308255,41227.266392953214,41254.865899972734,41254.865899972734,2749597.6843952476,-0.7137188206476175,0.7148718511714434,4.502690266723917,2528247.7743198574,3.186332947520695
2024-12-01 01:55:00,41245.94181525425,41260.54180224127,41210.640655330426,41221.72991290536,41221.72991290536,2377156.6420419402,-0.25908537479915905,0.6768592567981206,8.521268903093015,1465466.3191017504,4.368429087702591
2024-12-01 02:00:00,41229.44439931938,41245.521704066756,41209.69898210924,41220.92477616575,41220.92477616575,1774239.3847322983,-0.8248150231344735,0.8499356233958817,1.2484459836344142,1257812.816879947,2.1390660104392762
2024-12-01 02:05:00,41196.83254059406,41202.80210105229,41174.74632129325,41189.350031035996,41189.350031035996,1570225.9653218077,0.029787169366817468,0.6791827518309534,8.325625622314188,1475711.8583361935,2.1521903707741306
