timestamp,sentiment_score,confidence,label
2025-07-20 08:47:29.146177,0.5510325542198747,0.8639334176695125,neutral
2025-07-20 08:52:29.146177,0.47595596484531927,0.8909274261422555,neutral
2025-07-20 08:57:29.146177,0.3217314005856664,0.8226433475284103,neutral
2025-07-20 09:02:29.146177,0.7455911747989051,0.9847370527908892,positive
2025-07-20 09:07:29.146177,0.5940496592051855,0.9534046969073778,neutral
2025-07-20 09:12:29.146177,0.4116186784445495,0.821124307521837,neutral
2025-07-20 09:17:29.146177,0.4517238004927257,0.9291828300742676,neutral
2025-07-20 09:22:29.146177,0.420454436254896,0.8389624545793106,neutral
2025-07-20 09:27:29.146177,0.7171560996327826,0.9213788810044417,positive
2025-07-20 09:32:29.146177,0.42741882133990294,0.9197581551032091,neutral
2025-07-20 09:37:29.146177,0.4606960568702676,0.8762528941637813,neutral
2025-07-20 09:42:29.146177,0.35032529942287505,0.9006533441335245,neutral
2025-07-20 09:47:29.146177,0.5612751168489425,0.9480467018434222,neutral
2025-07-20 09:52:29.146177,0.5322384693032368,0.8038286754604049,neutral
2025-07-20 09:57:29.146177,0.5407774221312717,0.872769130853133,neutral
2025-07-20 10:02:29.146177,0.6126751683807549,0.8329090053403219,neutral
2025-07-20 10:07:29.146177,0.5801955998677671,0.954848088559514,neutral
2025-07-20 10:12:29.146177,0.402846576560588,0.9706931033028535,neutral
2025-07-20 10:17:29.146177,0.6140117704290745,0.9264247855442125,neutral
2025-07-20 10:22:29.146177,0.35025148298085684,0.8836451542246239,neutral
2025-07-20 10:27:29.146177,0.5884904767890603,0.8522656417221945,neutral
2025-07-20 10:32:29.146177,0.6174760018920203,0.8318237523737395,neutral
2025-07-20 10:37:29.146177,0.45980756128955413,0.8098648966458466,neutral
2025-07-20 10:42:29.146177,0.45587173587217056,0.9398860787989184,neutral
2025-07-20 10:47:29.146177,0.4688511088038717,0.9361966977021092,neutral
2025-07-20 10:52:29.146177,0.6221540033931735,0.9085806686805895,neutral
2025-07-20 10:57:29.146177,0.5423586682209887,0.978158303993694,neutral
2025-07-20 11:02:29.146177,0.570014562152238,0.8420496173404304,neutral
2025-07-20 11:07:29.146177,0.5400464785753866,0.9029025404891836,neutral
2025-07-20 11:12:29.146177,0.6406348753118245,0.86237485269325,neutral
2025-07-20 11:17:29.146177,0.5841588124042106,0.8875641493172534,neutral
2025-07-20 11:22:29.146177,0.6937740637314691,0.9397466400055097,neutral
2025-07-20 11:27:29.146177,0.4642646234732341,0.8598980244936131,neutral
2025-07-20 11:32:29.146177,0.4775480762023,0.9843451167139277,neutral
2025-07-20 11:37:29.146177,0.5238896191567652,0.9151661683639671,neutral
2025-07-20 11:42:29.146177,0.6732816062810562,0.8987281075590219,neutral
2025-07-20 11:47:29.146177,0.6720461535820395,0.9571514134292738,neutral
2025-07-20 11:52:29.146177,0.5300260578334508,0.9992361366924625,neutral
2025-07-20 11:57:29.146177,0.574012895069651,0.8821356033557843,neutral
2025-07-20 12:02:29.146177,0.4374058177511314,0.9268366854133896,neutral
2025-07-20 12:07:29.146177,0.5174561234474004,0.9353710588428531,neutral
2025-07-20 12:12:29.146177,0.46810981205246627,0.888989340371503,neutral
2025-07-20 12:17:29.146177,0.6694029992945505,0.9226736389989874,neutral
2025-07-20 12:22:29.146177,0.5657537205643068,0.9629314306083643,neutral
2025-07-20 12:27:29.146177,0.493342543533044,0.8235525636200179,neutral
2025-07-20 12:32:29.146177,0.6062798008219001,0.9725004833674341,neutral
2025-07-20 12:37:29.146177,0.581223802567472,0.8049869738850879,neutral
2025-07-20 12:42:29.146177,0.45796233266499126,0.9326658574971788,neutral
2025-07-20 12:47:29.146177,0.5030208788890335,0.8843633914784629,neutral
2025-07-20 12:52:29.146177,0.6839332185416642,0.884537238619838,neutral
2025-07-20 12:57:29.146177,0.7817999736796737,0.8498956412976637,positive
2025-07-20 13:02:29.146177,0.7833773532783723,0.9177608041765236,positive
2025-07-20 13:07:29.146177,0.5203884434140926,0.9919803364579465,neutral
2025-07-20 13:12:29.146177,0.4613284181374109,0.9172372650452103,neutral
2025-07-20 13:17:29.146177,0.7563669150293076,0.8020718324882046,positive
2025-07-20 13:22:29.146177,0.6906307974229724,0.8065147873682719,neutral
2025-07-20 13:27:29.146177,0.693630001968,0.946392896756578,neutral
2025-07-20 13:32:29.146177,0.48306932995060314,0.8619803773608302,neutral
2025-07-20 13:37:29.146177,0.6510499899137487,0.9989020161609138,neutral
2025-07-20 13:42:29.146177,0.5975192097471169,0.8128047339578787,neutral
2025-07-20 13:47:29.146177,0.7219818798421823,0.9445205768870045,positive
2025-07-20 13:52:29.146177,0.6497855514399724,0.9353744602426268,neutral
2025-07-20 13:57:29.146177,0.7914404018278471,0.9184334926660336,positive
2025-07-20 14:02:29.146177,0.7969032655808943,0.8511800326302162,positive
2025-07-20 14:07:29.146177,0.6000395367069163,0.8172061026435138,neutral
2025-07-20 14:12:29.146177,0.654039138928098,0.9617152868095581,neutral
2025-07-20 14:17:29.146177,0.4206152393980684,0.9630820112324419,neutral
2025-07-20 14:22:29.146177,0.588330108057128,0.981079305030095,neutral
2025-07-20 14:27:29.146177,0.6175673467699225,0.9111826968478082,neutral
2025-07-20 14:32:29.146177,0.5453871732605376,0.8025437759901682,neutral
2025-07-20 14:37:29.146177,0.6575441592972652,0.8715144961104568,neutral
2025-07-20 14:42:29.146177,0.7086500413040532,0.9978548274929192,positive
2025-07-20 14:47:29.146177,0.5815636045398581,0.9409702795855002,neutral
2025-07-20 14:52:29.146177,0.6270747479706977,0.9828509090433957,neutral
2025-07-20 14:57:29.146177,0.597814601564466,0.9412916990376103,neutral
2025-07-20 15:02:29.146177,0.5405778640777551,0.9659922994265454,neutral
2025-07-20 15:07:29.146177,0.37267968322808404,0.9163801149356119,neutral
2025-07-20 15:12:29.146177,0.6160919926230505,0.8175796958925722,neutral
2025-07-20 15:17:29.146177,0.6318248676188122,0.9229984067683872,neutral
2025-07-20 15:22:29.146177,0.5872244879076183,0.9242801563354464,neutral
2025-07-20 15:27:29.146177,0.5818342877653693,0.8669880324074533,neutral
2025-07-20 15:32:29.146177,0.755919122127426,0.9784233719887279,positive
2025-07-20 15:37:29.146177,0.687498353995766,0.9612775571257528,neutral
2025-07-20 15:42:29.146177,0.6213460022204673,0.8705140903330459,neutral
2025-07-20 15:47:29.146177,0.6424103084690597,0.9551317554276224,neutral
2025-07-20 15:52:29.146177,0.4192725232280358,0.8501701924295957,neutral
2025-07-20 15:57:29.146177,0.7015594704659884,0.965942973571841,positive
2025-07-20 16:02:29.146177,0.7492428508178299,0.8617949270521302,positive
2025-07-20 16:07:29.146177,0.6855325114770775,0.8154621248822532,neutral
2025-07-20 16:12:29.146177,0.7265666880200977,0.9234589765276625,positive
2025-07-20 16:17:29.146177,0.7380994774020643,0.8398351386011329,positive
2025-07-20 16:22:29.146177,0.6616188705952186,0.9203607746794322,neutral
2025-07-20 16:27:29.146177,0.5122067008897558,0.8200571550554392,neutral
2025-07-20 16:32:29.146177,0.5471865401533428,0.9085404291359958,neutral
2025-07-20 16:37:29.146177,0.6947454470269719,0.8680444655557138,neutral
2025-07-20 16:42:29.146177,0.6909136834739109,0.9135340857306858,neutral
2025-07-20 16:47:29.146177,0.5600097203873866,0.8569117946372176,neutral
2025-07-20 16:52:29.146177,0.6820769448479757,0.8916664446963515,neutral
2025-07-20 16:57:29.146177,0.7128831796360258,0.9615964873551115,positive
2025-07-20 17:02:29.146177,0.6677465224330492,0.8339949215383038,neutral
2025-07-20 17:07:29.146177,0.6216903595523542,0.8212006931120014,neutral
2025-07-20 17:12:29.146177,0.613715324749157,0.9783690125817891,neutral
2025-07-20 17:17:29.146177,0.918648622298703,0.8012138964348154,positive
2025-07-20 17:22:29.146177,0.688373726357138,0.9710848793213733,neutral
