Metric,Value
total_return,-14235817.858810725
roi,-1.0
annualized_return,-1.0
sharpe_ratio,-80.48611070274403
sortino_ratio,-80.48611070274403
calmar_ratio,-0.07024534943604153
max_drawdown,14.235817858810725
max_drawdown_duration,0
volatility,22.28624335986206
downside_deviation,0.0
var_95,0.0
cvar_95,0.0
total_trades,38
winning_trades,0
losing_trades,21
win_rate,0.0
profit_factor,0.0
expectancy,-374626.785758177
avg_win,0
avg_loss,677896.0885147963
avg_win_loss_ratio,0.0
consistency_score,0.25112718941321
max_consecutive_wins,0
max_consecutive_losses,38
avg_holding_time_hours,0.6074561403508772
avg_trades_per_day,38.0
total_commission,275.26831572817287
total_slippage,3734446.3211798044
sample_size,38
confidence_level,0
composite_score,0.0376690784119815
weighted_score,0.020987057972389693
