Metric,Value
total_return,-459.4672479507531
roi,-0.0004594672479507531
annualized_return,-0.0004594672479507531
sharpe_ratio,-38.88921221126995
sortino_ratio,-38.88921221126995
calmar_ratio,-0.8185208940264272
max_drawdown,0.0005613384475630972
max_drawdown_duration,0
volatility,0.0020029429451703276
downside_deviation,0.0
var_95,0.0
cvar_95,0.0
total_trades,38
winning_trades,8
losing_trades,16
win_rate,0.21052631578947367
profit_factor,0.5089295777803128
expectancy,-12.091243367125083
avg_win,59.522133161292544
avg_loss,58.47776957756834
avg_win_loss_ratio,1.0178591555606256
consistency_score,0
max_consecutive_wins,2
max_consecutive_losses,7
avg_holding_time_hours,0.543859649122807
avg_trades_per_day,38.0
total_commission,126.09903126626993
total_slippage,-497.2506309399711
sample_size,38
confidence_level,0.1107466035209593
composite_score,0.34238728099635973
weighted_score,0.19075862798368615
