timestamp,strategy,signal_action,entry_price,exit_price,quantity,pnl,pnl_pct,holding_time,commission,slippage,market_impact,signal_confidence,position_size,regime,volatility,sentiment_score
2025-07-24 07:25:00,DummyStrategy,SELL,118134.83,,0.10242533891147938,0,0,0,-162.6251724267768,-5412251.740103563,0.013868650007904822,0.3666666666666667,0.33,neutral,0.0013745996162960465,0.4824723661881079
2025-07-24 09:00:00,DummyStrategy,BUY,118814.46,5551742.020446887,0.12568616087076717,-1110722.9660826295,2.048987157721984,5700.0,209.33314220846563,5431283.454581035,0.013837590692679558,0.4666666666666666,0.32,neutral,0.0009454824108699442,0.883212147598345
2025-07-24 09:15:00,DummyStrategy,SELL,118563.29,-2988331.708321196,0.09587003419580098,-1073369.080522158,-1.5382691950229799,900.0,-85.94743891954484,-3107838.480857152,0.00795762782861281,0.3666666666666667,0.31,neutral,0.0009365842188704737,0.7100681587075692
2025-07-24 10:35:00,DummyStrategy,BUY,118065.99,1860687.1982846335,0.09316823583150408,-464875.60839238635,1.6226508232347279,4800.0,52.007083109533006,1742090.2521034537,0.0044971137003951885,0.3666666666666667,0.3,neutral,0.0010079002534733002,0.6267482120459962
2025-07-24 14:45:00,DummyStrategy,SELL,118809.66,-1340580.0355561045,0.0894988954040718,-298256.4206021406,-1.7204757665834347,15000.0,-35.9941297149068,-1459835.268998935,0.0037503132559295396,0.3666666666666667,0.29,neutral,0.0013916657234570764,0.6952581420620767
2025-07-24 14:50:00,DummyStrategy,SELL,118874.38,,0.07402772573871678,0,0,0,-21.717321512341908,-1097101.4533458222,0.002824294093836266,0.3666666666666667,0.24,neutral,0.0013954404868016333,0.6952581420620767
2025-07-24 15:35:00,DummyStrategy,SELL,118753.37,,0.07410316018821192,0,0,0,-28.800065766806608,-1414679.545054585,0.0036370135770452104,0.3666666666666667,0.24,neutral,0.0016023245438968946,0.9023942210103773
2025-07-24 18:05:00,DummyStrategy,BUY,119331.31,4827055.323441652,0.12201324195636504,-453700.27309304645,4.726033719158622,9000.0,176.68940073475386,4706298.422127833,0.011946498482414815,0.4666666666666666,0.31200000000000006,neutral,0.0010889083907774729,0.6249971692715958
2025-07-24 19:50:00,DummyStrategy,SELL,119090.06,-1517826.3460962682,0.05418868151828402,-774159.5823298355,-1.3144414647011067,6300.0,-24.674702540601427,-1637415.7050754172,0.004192616740212473,0.3666666666666667,0.17600000000000002,neutral,0.0006716141843481535,0.8074182439290737
2025-07-24 19:55:00,DummyStrategy,BUY,118943.42,2998356.881831658,0.06165396398836804,-244726.01461640227,2.9754281440318913,300.0,55.45817616501736,2878539.1883417256,0.0073503308542189,0.3666666666666667,0.2,neutral,0.0007093152914499246,0.8074182439290737
2025-07-24 21:40:00,DummyStrategy,SELL,118605.95,-2957589.880615145,0.05193668614432919,-367207.7272085324,-1.9864035527379886,6300.0,-46.082225211945854,-3077130.045392087,0.007876626568415795,0.3666666666666667,0.168,neutral,0.0005078009293989079,0.9159286364769724
2025-07-24 21:45:00,DummyStrategy,SELL,118561.71,,0.06185245922425828,0,0,0,-178.18759272533256,-9724328.573460942,0.0247719302964641,0.3666666666666667,0.2,neutral,0.0005084941037053753,0.9159286364769724
2025-07-24 23:10:00,DummyStrategy,SELL,118336.27,,0.06940672824429345,0,0,0,-27.388415917049095,-1434132.4177010027,0.00369958500909679,0.3666666666666667,0.22400000000000003,neutral,0.000595518058815508,0.6141671649014356
2025-07-24 23:55:00,DummyStrategy,SELL,118340.99,,0.06692524711851744,0,0,0,-147.64326657646762,-7474241.2473302875,0.019093507504648336,0.3666666666666667,0.21600000000000003,neutral,0.0005894042146280685,0.6141671649014356
2025-07-25 00:50:00,DummyStrategy,BUY,117672.58,2750494.243480578,0.1701330930281294,-676221.7288645561,1.3740316328906061,3300.0,140.38502789982468,2632021.81476555,0.006797239552560023,0.4666666666666666,0.42900000000000005,neutral,0.0006889951159943627,0.5874349406978615
2025-07-25 01:15:00,DummyStrategy,SELL,117475.82,-262360.8292141168,0.1398301937085152,-512586.35236303805,-1.0953867945137437,1500.0,-11.005789671160988,-379954.5154135096,0.0010033230616549788,0.4666666666666666,0.35200000000000004,neutral,0.0005646153734356331,0.6484405498280913
2025-07-25 02:15:00,DummyStrategy,SELL,117181.0,,0.16208543478322707,0,0,0,-85.0842808618116,-1867532.459890315,0.004854748705123241,0.4666666666666666,0.40700000000000003,neutral,0.0006256008199149597,0.7656347589290746
2025-07-25 03:25:00,DummyStrategy,SELL,116024.05,,0.15927732224482768,0,0,0,-41.48383841687861,-984493.5740606476,0.002599505087907037,0.4666666666666666,0.396,neutral,0.0014078063125592451,0.5263969196797375
2025-07-25 06:45:00,DummyStrategy,SELL,115377.32,,0.09788174429197469,0,0,0,-8.682642674554016,-411189.49637895124,0.0011041521484919422,0.3666666666666667,0.30800000000000005,neutral,0.0012096160959602798,0.4742838012438908
2025-07-25 07:30:00,DummyStrategy,SELL,115300.0,,0.1154379878577624,0,0,0,-22.823594790077433,-774581.3683228832,0.002063507967532708,0.3666666666666667,0.36300000000000004,neutral,0.0013525432183533659,0.3319083572576337
2025-07-25 08:05:00,DummyStrategy,BUY,115476.86,729722.3607893917,0.0825562223750571,-160316.33032460161,2.1072446974168053,2100.0,18.0729364468142,614056.346110211,0.0016380310235379395,0.3666666666666667,0.26,neutral,0.001956292287097304,0.3319083572576337
2025-07-25 09:30:00,DummyStrategy,BUY,115828.2,,0.09496823744131397,0,0,0,45.694130188058374,1487556.8829185301,0.003919275369094406,0.3666666666666667,0.3,neutral,0.001778530053770892,0.3470706189660148
2025-07-25 10:20:00,DummyStrategy,BUY,116246.05,,0.16459340625624125,0,0,0,210.5612944229513,4146768.6194588454,0.01081233675688804,0.4666666666666666,0.41,neutral,0.0014676928637043128,0.3528191225419707
2025-07-25 11:55:00,DummyStrategy,BUY,116543.58,,0.0912391170181432,0,0,0,35.4417583891983,1177926.7303740855,0.0030908939743859777,0.3666666666666667,0.29,neutral,0.0009603478224486173,0.5216606199887803
2025-07-25 12:00:00,DummyStrategy,SELL,116548.4,-1912904.811721398,0.1006734827190535,-292670.9405918788,-2.4773398998262777,300.0,-57.77363685180855,-2030071.2260354918,0.005302640912221147,0.3666666666666667,0.32,neutral,0.0009605453978621949,0.5216606199887803
2025-07-25 12:10:00,DummyStrategy,BUY,116519.54,898423.8206276451,0.07552381343077737,-283026.2444863717,1.4696646770516328,600.0,20.35571790325454,781664.2081073185,0.002060362753977601,0.3666666666666667,0.24,neutral,0.0008332000001981638,0.3063448123220084
2025-07-25 16:40:00,DummyStrategy,BUY,115913.74,,0.06832667119532164,0,0,0,41.63992303844786,1914916.861267653,0.005031403444515184,0.3666666666666667,0.21600000000000003,neutral,0.0011857584100582472,0.3089515028559528
2025-07-25 19:20:00,DummyStrategy,SELL,116621.27,-6915762.4093059935,0.11844608906534229,-611330.7676671088,-4.404408483915606,9600.0,-245.7435030862212,-7034510.788675471,0.018239463259815,0.4666666666666666,0.296,neutral,0.0005823049545080054,0.2432881553795128
2025-07-25 20:30:00,DummyStrategy,BUY,116931.88,2011812.7267918666,0.08027465791764117,-1057436.3597077825,1.290902522053784,4200.0,48.4492735312722,1894303.8692919,0.004934304485367232,0.3666666666666667,0.256,neutral,0.0009808076743032979,0.2834928904679644
2025-07-25 22:40:00,DummyStrategy,BUY,117340.15,,0.06749607870792736,0,0,0,80.11747918473617,3838144.614079396,0.009918306162900075,0.3666666666666667,0.21600000000000003,neutral,0.0005299606408664803,0.4156203278742474
2025-07-25 22:55:00,DummyStrategy,SELL,117279.97,-4952143.769018063,0.06502957552484596,-601308.5495557358,-2.251600608286348,900.0,-96.61074217117665,-5070959.250545529,0.01309270054780893,0.3666666666666667,0.20800000000000002,neutral,0.0004969586691908099,0.4156203278742474
2025-07-25 23:55:00,DummyStrategy,BUY,117614.31,4336635.1740161525,0.09840072465105082,-604045.3518096425,1.875708657964921,3600.0,128.01841310112758,4217742.570856975,0.010868517267818468,0.4666666666666666,0.248,neutral,0.0005605054829664116,0.1706526113973584
