Metric,Value
total_return,-249.4738725322525
roi,-0.0002494738725322525
annualized_return,-0.0002494738725322525
sharpe_ratio,-12.85525660768941
sortino_ratio,nan
calmar_ratio,-0.7869643406092742
max_drawdown,0.00031700784858829534
max_drawdown_duration,0
volatility,0.004000986484260344
downside_deviation,0.0
var_95,0.0
cvar_95,0.0
total_trades,39
winning_trades,10
losing_trades,11
win_rate,0.2564102564102564
profit_factor,0.7113503572885205
expectancy,-6.396765962365449
avg_win,61.480529368731105
avg_loss,78.5708332926876
avg_win_loss_ratio,0.7824853930173724
consistency_score,0
max_consecutive_wins,2
max_consecutive_losses,7
avg_holding_time_hours,0.4700854700854701
avg_trades_per_day,39.0
total_commission,129.6583529970074
total_slippage,88.31728998445368
sample_size,39
confidence_level,0.14568625843452188
composite_score,0.3650552443495163
weighted_score,0.20599545931151278
