timestamp,strategy,signal_action,entry_price,exit_price,quantity,pnl,pnl_pct,holding_time,commission,slippage,market_impact,signal_confidence,position_size,regime,volatility,sentiment_score
2025-06-27 23:18:25.288716,DummyStrategy,BUY,49447.711649123004,,0.20627850429921574,0,0,0,3.4921227882142367,6980.223809619264,5.2859502491928265e-05,0.425,0.24,neutral,0.0008308544267196566,0.4610612486896721
2025-06-27 23:23:25.288716,DummyStrategy,SELL,49464.09186775895,36833.12679965374,0.2337048869896445,-4042.526989151521,-0.3472839216417196,300.0,2.5824245208564975,-12635.458192990873,9.083609374006811e-05,0.425,0.272,neutral,0.0007886433956977393,0.4610612486896721
2025-06-30 01:03:25.288716,DummyStrategy,BUY,49842.7682181997,67038.98581384173,0.2720053577411373,-7059.256867335939,-0.8200731688755772,178800.0,5.470488995669116,17190.239702281582,0.00011993501914438502,0.425,0.319,neutral,0.0013029253417546948,0.171638206758469
2025-06-30 02:23:25.288716,DummyStrategy,BUY,49779.43154925285,,0.2817428717747281,0,0,0,12.622992915026458,99532.84768240308,0.0006397652856579706,0.425,0.33,neutral,0.0010939787610726283,0.2439588774175466
2025-06-30 02:48:25.288716,DummyStrategy,SELL,49532.32348831637,38100.11389494691,0.339778124964597,-31342.20754638163,-0.7448837472388601,1500.0,3.883675578048795,-11436.308348989724,8.274910869530549e-05,0.425,0.396,neutral,0.0009937059177442611,0.2439588774175466
2025-06-30 03:08:25.288716,DummyStrategy,BUY,49673.47003745899,65238.879023246394,0.3294011871459949,-9221.158729148188,-0.7123014173429756,1200.0,6.4469292594993926,15559.960479484334,0.00010968644427229271,0.425,0.385,neutral,0.001189203406910509,0.2905862386403325
2025-06-30 05:38:25.288716,DummyStrategy,BUY,49552.22617420577,,0.3302071624890476,0,0,0,9.426018179054633,45585.327374990295,0.0003030706321726011,0.425,0.385,neutral,0.001133259201448477,0.3007246440875481
2025-06-30 06:13:25.288716,DummyStrategy,BUY,49609.12225722172,,0.3486757921317981,0,0,0,9.490996047437825,41110.99538336681,0.0002742945996414646,0.425,0.40700000000000003,neutral,0.0010907770000111823,0.540957427855346
2025-06-30 07:23:25.288716,DummyStrategy,SELL,49458.03497524674,-42483.564411793566,0.4553860664151395,-46449.643965323805,-1.4682224204865184,4200.0,-5.803926985434265,-91971.10076491522,0.0005964931257312359,0.525,0.42900000000000005,neutral,0.0006546195829083868,0.5902852243644553
2025-06-30 09:33:25.288716,DummyStrategy,SELL,49289.997914331565,,0.25005073080793094,0,0,0,3.1160575143895013,-7753.868083464844,5.8317416390566854e-05,0.425,0.29,neutral,0.0011774635519098476,0.61672513458064
2025-06-30 10:43:25.288716,DummyStrategy,BUY,49591.768602624805,66969.63765307837,0.41287093759580684,-6358.94845579624,-0.6122109517970904,4200.0,8.294945126483377,17371.83226543257,0.00012172957712759195,0.525,0.39,neutral,0.0011877773416149185,0.3915601753898378
2025-06-30 11:53:25.288716,DummyStrategy,SELL,49594.472533710905,35280.3896792412,0.3170716250548129,-13083.569522664176,-0.4731882847865539,4200.0,3.355923146449217,-14319.126986447884,0.00010170754361269993,0.425,0.37,neutral,0.0009033761321095734,0.5342685053284645
2025-06-30 12:28:25.288716,DummyStrategy,SELL,49657.87137294283,,0.26531544014548086,0,0,0,2.2325995964832663,-21615.65242263073,0.00014914546384985674,0.425,0.31,neutral,0.0008178708718781135,0.4731975825403992
2025-06-30 12:53:25.288716,DummyStrategy,BUY,49604.53664845124,74375.19181558386,0.3170072953496879,-12290.88809751198,-1.6515574199071261,1500.0,7.073243519571746,24762.239518647493,0.00016965481493692175,0.425,0.37,neutral,0.0007982242012096774,0.4731975825403992
2025-06-30 12:58:25.288716,DummyStrategy,BUY,49638.342174770005,,0.29110561245424904,0,0,0,5.755197156461573,16256.431737721647,0.00011432555075590605,0.425,0.34,neutral,0.0008072882755441095,0.4731975825403992
2025-06-30 13:03:25.288716,DummyStrategy,SELL,49639.7478520142,33183.407068777924,0.2910973690494617,-9524.114483463323,-0.4964615924288665,300.0,2.8978807481455693,-16462.08249757909,0.00011566767744116511,0.425,0.34,neutral,0.000806503905420428,0.4731975825403992
2025-06-30 14:53:25.288716,DummyStrategy,BUY,49728.73086916467,58274.868862746254,0.3162155905682003,-7304.058513829267,-0.7561448329269582,6600.0,5.528226621815321,8542.999168714587,6.311894174930074e-05,0.425,0.37,neutral,0.0007711802145195431,0.7767368880763486
2025-06-30 15:43:25.288716,DummyStrategy,SELL,49895.91644789811,16472.750479356124,0.31515605122555923,-13218.481551605533,-0.7173266829968491,3000.0,1.5574460981693443,-33434.34448810143,0.00022403676202872524,0.425,0.37,neutral,0.0010431303156761493,0.509510370453882
2025-06-30 19:43:25.288716,DummyStrategy,SELL,50073.73317380513,,0.24443953394717252,0,0,0,-19.415869164819064,-314938.92719330353,0.0019575737110629687,0.425,0.288,neutral,0.0010169100154440332,0.6273904473255777
2025-06-30 22:33:25.288716,DummyStrategy,SELL,50983.98789112883,,0.19339405189439154,0,0,0,2.3681476645073616,-10170.355032949077,7.218229050811619e-05,0.425,0.23199999999999998,neutral,0.0008198609954818464,0.8230437514404159
2025-06-30 22:43:25.288716,DummyStrategy,SELL,51059.54653964407,,0.3043505290031181,0,0,0,3.895159076607075,-8401.75069296061,6.054418565783625e-05,0.525,0.296,neutral,0.000818536768302775,0.8230437514404159
2025-07-01 03:33:25.288716,DummyStrategy,SELL,51288.48432742056,,0.31527545046510513,0,0,0,3.8491072075441504,-10596.59852797235,7.450419201307642e-05,0.525,0.30800000000000005,neutral,0.000806144982753064,0.8218992931255477
2025-07-01 05:18:25.288716,DummyStrategy,SELL,50867.532933080816,,0.17462022409629033,0,0,0,2.4220600892456354,-4634.5304044966,3.561707098791862e-05,0.425,0.20900000000000002,neutral,0.0010503480858202188,0.8714884935103492
2025-07-01 08:38:25.288716,DummyStrategy,SELL,51528.80312248783,,0.22269098649008137,0,0,0,2.7745827883076952,-10001.292698945037,7.032955669740234e-05,0.425,0.27,neutral,0.0009298263566539916,0.7306959543294338
2025-07-01 09:28:25.288716,DummyStrategy,SELL,51628.43078642874,,0.23872505540570874,0,0,0,1.6491309740990336,-28611.153294191638,0.0001868074948400592,0.425,0.29,neutral,0.001008292446802848,0.7086215507689855
2025-07-01 10:28:25.288716,DummyStrategy,SELL,51728.78555501638,,0.26290970982753226,0,0,0,-9.379538044205695,-170702.23632876997,0.0010403386829978172,0.425,0.32,neutral,0.000974267285027576,0.7656868741986821
2025-07-01 10:43:25.288716,DummyStrategy,BUY,51816.27800498551,63519.96195782672,0.2870719506053445,-47965.141580607095,1.5341419168368762,900.0,5.470439814483179,11699.498884110273,8.076745169803777e-05,0.425,0.35,neutral,0.0008579075961363319,0.7656868741986821
2025-07-01 11:03:25.288716,DummyStrategy,BUY,51748.764844065445,,0.2792337178199748,0,0,0,6.097772387156276,21035.754971863596,0.00013950790616533356,0.425,0.34,neutral,0.0010511911738010611,0.7656868741986821
2025-07-01 11:18:25.288716,DummyStrategy,BUY,51582.19379508695,,0.26365687458014553,0,0,0,7.444760193194898,42525.58193299391,0.00027244768342489154,0.425,0.32,neutral,0.0011409142171806847,0.5539392276926098
2025-07-01 11:48:25.288716,DummyStrategy,BUY,51591.132314407696,,0.25537334439005244,0,0,0,4.552163108023318,7824.375814720406,5.616752748388069e-05,0.425,0.31,neutral,0.0010367135036078406,0.5539392276926098
2025-07-01 16:03:25.288716,DummyStrategy,BUY,52234.31225028861,,0.32966835894168117,0,0,0,10.841894663878072,57371.22693464666,0.0003583417873302455,0.525,0.328,neutral,0.0008833646510273761,0.6437163621399904
2025-07-01 16:48:25.288716,DummyStrategy,SELL,52228.94137149794,38555.93067773972,0.21482342366837462,-23428.9784855939,-0.6482901525593733,2700.0,2.4848151092737694,-13677.84483618398,9.25567759716227e-05,0.425,0.264,neutral,0.0008587444477739114,0.5660645985274985
2025-07-01 17:08:25.288716,DummyStrategy,BUY,52374.61629272575,59149.872208312314,0.20773421879008805,-4424.061026423931,-0.5341316152553026,1200.0,3.68623574841819,6772.71283101498,4.855566974227743e-05,0.425,0.256,neutral,0.0009135728864080301,0.5519507449563976
